,TITLE,DESCRIPTION,LINK,INGREDIENTS,DIRECTIONS,MACROS
10,How to Caramelize Onions,"Learn how to caramelize onions slowly to bring out deep, rich, sweet flavor as the natural sugars in the onions caramelize. Need a visual? Video included!",https://www.simplyrecipes.com/recipes/how_to_caramelize_onions/,"Several medium or large onions, yellow, white, or red,Extra virgin olive oil,Butter, optional,Kosher salt,Sugar, optional,Balsamic vinegar, optional,","Cut the onions root to tip:
Slice 1/2-inch off the stem ends of the onions and the roots off of the root end. Place the onions cut side down on the cutting board. Cut them in half through the root end. Peel back the peels from the onions.
Lay the onions cut side down and make angled cuts into each onion, aimed at the center, cutting almost all the way, but not completely through the root end. Make the cuts to your desired level of thickness.
The root end will help hold the onion together as you cut it, making it easier to cut. Then cut a V in the root end to cut out the tough root holding the slices together.
How to Slice an Onion (With Video)
READ MORE:
Cambrea Bakes
Cambrea Bakes
Cambrea Bakes
Cambrea Bakes
Heat the olive oil and add the onion:
Use a wide, thick-bottomed sauté pan for maximum pan contact with the onions. Coat the bottom of the pan with olive oil, or a mixture of olive oil and butter, if using (about 1 teaspoon per onion).

Heat the pan on medium high heat until the oil is shimmering. Add the onion slices and stir to coat the onions with the oil. Spread the onions out evenly over the pan and let cook, stirring occasionally.
Depending on how strong your stovetop burner is you may need to reduce the heat to medium or medium low to prevent the onions from burning or drying out.
After 10 minutes, sprinkle some salt over the onions, and if you want, you can add some sugar to help with the caramelization process. (I add only about a teaspoon of sugar for 5 onions, you can add more.) One trick to keeping the onions from drying out as they cook is to add a little water to the pan.
Cambrea Bakes
Cambrea Bakes
Stir the onions every few minutes:
Let the onions cook for 30 minutes to 1 hour more, stirring every few minutes. As soon as the onions start sticking to the pan, let them stick a little and brown, but then stir them before they burn.
The trick is to leave them alone enough to brown (if you stir them too often, they won't brown), but not so long so that they burn. After the first 20 to 30 minutes you may want to lower the stove temperature a little, and add a little more oil, if you find the onions are verging on burning.
A metal spatula will help you scrape up the browned bits from the bottom of the pan as the caramelization proceeds. As the onions cook down, you may find you need to scrape the pan every minute, instead of every few minutes.
Continue to cook and scrape, cook and scrape, until the onions are a rich, browned color. At the end of the cooking process you might want to add a little balsamic vinegar or wine to help deglaze the pan and bring some additional flavor to the onions.
Store refrigerated for several days in an air-tight container.
Cambrea Bakes
Cambrea Bakes;","51
Calories,3g
Fat,6g
Carbs,1g
Protein,"
11,Onion Potato Gratin,"Onion potato gratin with sliced Yukon Gold potatoes, baked with onions, with heavy cream and Gruyere and Parmesan cheeses.",https://www.simplyrecipes.com/recipes/onion_potato_gratin/,,"Preheat oven to 400°F
Boil the potatoes:
Boil the potatoes for 4 minutes in salted water (1 tablespoon of salt for 2 quarts of water). Drain and set aside.
Sauté the onions, sprinkle with salt and herbs:
Heat the butter over medium-high heat in a large sauté pan and cook the onions, stirring occasionally, until they are softened, about 5 minutes.
Sprinkle them with salt and the Herbes de Provence. Turn off the heat and set aside.
Layer potatoes, cheeses, onions, nutmeg in baking dish, pour over with half and half:
Spread half of the sliced potatoes over the bottom of an 11x7-inch baking dish (Pyrex works well). Sprinkle well with salt and white pepper.
Sprinkle with about a third of the Gruyere and Parmesan cheeses. Top with the onions, the nutmeg and another 1/3 of the cheeses.
Layer the remaining sliced potatoes on top of the cheeses.
Pour the half and half over everything. Sprinkle again with salt and pepper.
Sprinkle the remaining one-third of the cheeses over everything. (At this point you can make a day ahead, just cover and refrigerate until time to cook.)
Bake:
Bake uncovered in 400°F oven until cream thickens and everything is nicely browned, about 25-30 minutes.
Links:
Butternut Squash and Sweet Potato Gratin - from Pinch My Salt
Truffled Chanterelle, Celery Root and Potato Gratin - from 101 Cookbooks
Elise Bauer;",
12,"Rice with Carrot, Lemon, Onion and Mint","Festive rice recipe with carrot, lemon, onion, and mint.",https://www.simplyrecipes.com/recipes/rice_with_carrot_lemon_onion_and_mint/,,"Heat the oil in a medium-sized, thick-bottomed pot over medium heat. Add the onions and carrots and cook 10 minutes, until the onions are translucent and beginning to brown. Add the garlic, cook 1 minute more. Season with salt and pepper.
Add the water, lemon zest and juice and bring to a boil. Stir in the rice, reduce the heat and simmer, covered, until the rice absorbs the liquid and is tender, about 20 minutes.
Remove to a bowl, add the scallions and mint, and fluff with a fork.
From Parade Magazine, 9-11-05
Elise Bauer;",
13,Caramelized Onion English Muffin Pizzas,"Extra special English muffin pizza made with English muffins, grated Mozzarella cheese, diced ham, tomatoes, and caramelized onions.",https://www.simplyrecipes.com/recipes/dads_english_muffin_pizzas/,,"Preheat oven to 425°F
Cook the onions and ham:
Melt butter in a medium skillet on medium high heat. Add the onions and cook until translucent, about 5 minutes. Add the diced ham, cook 5 minutes more. Mix in the sage and mustard. Remove from heat.
Assemble the muffin pizzas:
Put muffin halves, open side up on a sturdy baking pan. Distribute the cheese evenly, sprinkling over the muffin halves. Put the onion ham mixture on top of the cheese. If you want to use tomato slices, layer them between the cheese and onion mixture.
Bake:
Bake at 425°F for 8-9 minutes, until the muffins and toppings are nicely browned, but not burnt. Cut into quarters for appetizers or just leave whole for a meal or snack.
Elise Bauer;",
14,Caramelized Onion Quiche,"Try this rich, delicious caramelized onion quiche for your next special breakfast, brunch, or even lunch or dinner. Made with flavorful Gruyère cheese, it’s sure to be a new favorite.",https://www.simplyrecipes.com/recipes/caramelized_onion_quiche/,"2 to 3 large red onions (about 1 pound total),1 recipe pie dough (see pâte brisée recipe),2 tablespoons extra virgin olive oil,Kosher salt and freshly ground pepper,2 teaspoons balsamic vinegar,6 ounces Gruyère cheese, grated (1 1/2 cups),3/4 cup milk,1/4 cup heavy cream,3 large eggs,Pinch nutmeg,","Slice the onions:
To caramelize onions, you'll want to slice them lengthwise or from stem end to root end. That way the onions will hold their shape better during the long cooking involved in caramelizing.
How to Slice an Onion (With Video)
READ MORE:
Simply Recipes / Elise Bauer
Prepare the crust:
If you are making your own crust (instead of using an already prepared frozen crust), roll out your dough on a lightly floured surface into a 12-inch circle. Fit into a 9 x 1 1/2-inch round tart pan (or 9-inch pie dish), pressing dough into corners, extending the edges extra high to allow for shrinkage. Transfer to freezer to chill for 30 minutes.
Preheat oven to 350°F.
Line pastry with aluminum foil, pressing into the corners and edges, allowing extra foil on the sides (they'll be your handles when you remove the foil).
Fill at least 2/3 of the crust with baking weights—dried beans, rice, copper pennies, or ceramic or metal pie weights.
Simply Recipes / Elise Bauer
Bake with the weights:
Bake first for 15 minutes, remove from the oven and let cool a few minutes. Carefully remove aluminum foil and weights.
Simply Recipes / Elise Bauer
Remove the weights and bake again:
Poke the bottom of pie pan with the tines of a fork and return to oven, and bake an additional 10 minutes or until lightly golden. (Fork holes allow any air to escape.) Transfer to a wire rack to cool while making the filling.
Simply Recipes / Elise Bauer
Caramelize the onions:
Heat 2 tablespoons of extra virgin olive oil in a large, heavy-bottomed sauté pan on medium heat. Add the onions and sprinkle a little salt over them. Cook, stirring occasionally for 10 minutes, until the onions have softened and are translucent. Reduce the heat to medium-low and cook for an additional 40 minutes, stirring occasionally, until the onions are well browned.
Add 2 teaspoons balsamic vinegar and cook for 10 minutes more, until onions are completely caramelized. Remove from heat.
How to Caramelize Onions Recipe
READ MORE:
Start assembling the quiche:
Place tart pan on a baking sheet to catch any runoff. Sprinkle half the cheese evenly over the bottom of the crust.
Spread onions over the cheese and then top with remaining cheese.
Simply Recipes / Elise Bauer
Simply Recipes / Elise Bauer
Mix up the custard and pour over:
In a medium bowl, whisk together milk, cream, and eggs. Season with nutmeg, salt, and pepper. Pour over the tart.
Simply Recipes / Elise Bauer
Bake the quiche:
Transfer to the 350°F oven and bake until just set in the center, 30 to 35 minutes. Cool on a wire rack for about 10 to 15 minutes before slicing.
Simply Recipes / Elise Bauer;","433
Calories,28g
Fat,33g
Carbs,13g
Protein,"
15,Caramelized Onion Tart with Gorgonzola and Brie,"Crispy savory tart made with puff pastry, caramelized onions, and gorgonzola and brie cheeses.",https://www.simplyrecipes.com/recipes/caramelized_onion_tart_with_gorgonzola_and_brie/,"2 tablespoons extra virgin olive oil,4 cups sliced onions, sliced root-to-top into 1/4-inch thick slices (about 2 to 3 medium onions),1 tablespoon brown sugar,2 tablespoons balsamic vinegar,1/2 teaspoon salt,1/2 teaspoon pepper,8 ounces (1 sheet) frozen puff pastry, defrosted a couple hours in the fridge,2 ounces chilled brie cheese, rind removed and diced,2 ounces Gorgonzola or other blue cheese, diced,2 tablespoons chopped fresh tarragon,","Caramelize the onions:
Heat oil in a large deep pan on medium-high heat. Add onions and cook for about 10 minutes or until wilted and starting to brown. Add sugar, vinegar, salt and pepper.
Elise Bauer
Elise Bauer
Reduce heat and cook gently, uncovered for 20-25 minutes or until richly caramelized. Add a little water if the onions look like they are starting to dry out. Cool.
Roll pastry into a 10-to-14-inch rectangle:
(or whatever shape you want). Place pastry on a baking sheet lined with parchment paper. Prick with a fork at a couple inch increments to prevent the pastry from forming big bubbles while baking.
Elise Bauer
Spread onions over pastry, all the way to the edges of the pastry. Dot with cheese. Sprinkle with tarragon:
Refrigerate if not baking immediately.
Elise Bauer
Elise Bauer
Bake in a preheated oven at 400°F:
for 18-20 minutes or until cheese has melted and pastry is crispy. Cool for 5 minutes. Cut into wedges or squares and enjoy!
Links:
How to Slice an Onion
Elise Bauer;","175
Calories,12g
Fat,13g
Carbs,4g
Protein,"
16,How to Slice an Onion,"Use our step by step instructions to how to safely slice an onion― lengthwise, crosswise, or in rings.",https://www.simplyrecipes.com/recipes/how_to_slice_an_onion/,"1 onion (any color),","Method for Slicing an Onion from Stem to Root
Cut off the stem end:
Cut off the stem end of the onion by about 1/4 to 1/2 an inch.
Elise Bauer
Elise Bauer
Trim the root end, keeping it intact:
Trim the roots but keep the root end intact. The root end will help hold the onion together as you make the other cuts.
Elise Bauer
Elise Bauer
Cut the onion in half:
Place the onion with the cut stem side down on the cutting board. This will stabilize the onion. Cut the onion in half through the root end.
Elise Bauer
Elise Bauer
Peel back the onion skin:
Peel back the onion skin and place the onion halves cut side down on the board. If you want, to help keep your cutting area tidy, peel off or cut off the onion skin from the root end.
Elise Bauer
Elise Bauer
Slice the onion, making angled cuts:
Cutting along the natural lines of the onion, make angled cuts into the onion, aimed at the center of the onion. Cut almost all the way, but not all the way, to the root.
It will be easier to handle the onion while cutting if the root end stays intact. Space your cuts depending on how thick you want your onion slices to be. More cuts for thinner slices, fewer cuts for thicker slices.
Elise Bauer
Elise Bauer
Make a ""V"" cut:
Cut a ""V"" in the root end to cut away the tough root end that is holding the onion slices together. Then break apart the onion to get the slices.
Elise Bauer
Elise Bauer
Method for Slicing an Onion Crosswise
Halve the onion root to tip:
Cut off the stem end by half an inch. Cut the root end by 1/8 of an inch, leaving the root core in place.
Place the onion stem cut side down on the cutting board, cut it in half through the root, and peel back the skins as in steps above for slicing an onion root to stem.
Place the onion cut side down:
Place the onion halves cut side down onto the cutting board. Do not remove the skin you peeled back, which will act as a handle as you slice closer to the end of the onion. Place the onion halves cut side down on the cutting board.
Guide the knife with your fingers:
Hold the onion firmly with one hand, with the fingers curled inward. With a sharp chef's knife in the other hand, place the side of the blade against the knuckles of your index and middle fingers.
Elise Bauer
Elise Bauer
Slice the onion halves:
Use this as a guide as you make slices through the onion. The curled fingers will protect your fingertips from the knife while cutting the onion.
When you get close to the root end, you can hold on to the peeled back skins as you make the final cuts in the onion.
Here's a tip for serving slice onions raw in a salad or sandwich: soak them in a little water with lemon juice or vinegar to remove the harsh bite of the onion!
Method for Slicing an Onion into Onion Rings
Cut the stem:
Cut off the stem end of the onion and peel back its outer peel.
Elise Bauer
Cut a sliver of onion:
With the peeled onion on its side, slice off a thin sliver from the side. Then place the onion on the cutting board with this thin sliver cut side down.
This will stabilize the onion's position so as you slice the onion rings, the onion will not roll.
Elise Bauer
Elise Bauer
Slice to make whole onion ring slices:
Curl your fingers inward as you grip the onion to protect your fingertips.
Slice the onion in whatever thickness you desire. If you wish separate the cut disks into separate onion rings.
Elise Bauer;","41
Calories,0g
Fat,10g
Carbs,1g
Protein,"
17,Caramelized Onion Dip,Balsamic caramelized onions mixed with sour cream and mayo for a flavor-filled onion dip.,https://www.simplyrecipes.com/recipes/caramelized_onion_dip/,"2 tablespoons extra virgin olive oil,4 cups chopped yellow onions (from about 2 to 3 onions),1 teaspoon brown sugar,2 tablespoons balsamic vinegar,1/2 teaspoon kosher salt,1/2 teaspoon black pepper,1 cup sour cream,1/2 cup mayonnaise,1/4 teaspoon Worcestershire sauce,1/4 teaspoon garlic powder,","Caramelize the onions:
Heat olive oil in a large, thick-bottomed deep pot (I used a 5-quart Dutch oven) on medium high heat. Add the chopped onions and cook until translucent and starting to color, about 10 minutes.
If at any point during the cooking of the onions they start to dry out, add a tablespoon of water to the pot.
Stir in the brown sugar, balsamic, salt, and pepper. Lower the heat and cook gently, uncovered, for about 25 to 30 minutes, stirring occasionally, until the onions are nicely caramelized.
Then set aside. (You can caramelize the onions up to 2 days ahead and chill until you make the dip.) Let cool a bit before adding to the other ingredients.
Elise Bauer
Elise Bauer
Combine with remaining ingredients:
In a medium bowl, mix together the sour cream and mayonnaise (a rubber spatula works well for this). Stir in the caramelized onions. Sprinkle with garlic salt and stir to incorporate. Stir in the Worcestershire sauce.
Chill until ready to serve. Serve with potato chips.
Links:
Caramelized onion dip with sour cream and Greek yogurt from Heidi of 101 Cookbooks
Caramelized onion dip with cream cheese, sour cream, lemon and chives from Food52
Elise Bauer;","314
Calories,26g
Fat,19g
Carbs,3g
Protein,"
18,Onion Potato Gratin,"Onion potato gratin with sliced Yukon Gold potatoes, baked with onions, with heavy cream and Gruyere and Parmesan cheeses.",https://www.simplyrecipes.com/recipes/onion_potato_gratin/,,"Preheat oven to 400°F
Boil the potatoes:
Boil the potatoes for 4 minutes in salted water (1 tablespoon of salt for 2 quarts of water). Drain and set aside.
Sauté the onions, sprinkle with salt and herbs:
Heat the butter over medium-high heat in a large sauté pan and cook the onions, stirring occasionally, until they are softened, about 5 minutes.
Sprinkle them with salt and the Herbes de Provence. Turn off the heat and set aside.
Layer potatoes, cheeses, onions, nutmeg in baking dish, pour over with half and half:
Spread half of the sliced potatoes over the bottom of an 11x7-inch baking dish (Pyrex works well). Sprinkle well with salt and white pepper.
Sprinkle with about a third of the Gruyere and Parmesan cheeses. Top with the onions, the nutmeg and another 1/3 of the cheeses.
Layer the remaining sliced potatoes on top of the cheeses.
Pour the half and half over everything. Sprinkle again with salt and pepper.
Sprinkle the remaining one-third of the cheeses over everything. (At this point you can make a day ahead, just cover and refrigerate until time to cook.)
Bake:
Bake uncovered in 400°F oven until cream thickens and everything is nicely browned, about 25-30 minutes.
Links:
Butternut Squash and Sweet Potato Gratin - from Pinch My Salt
Truffled Chanterelle, Celery Root and Potato Gratin - from 101 Cookbooks
Elise Bauer;",
19,Grits With Corn and Onion Greens,"Savory grits with extra corn and green onion greens, Parmesan cheese, and parsley.",https://www.simplyrecipes.com/recipes/grits_with_corn_and_onion_greens/,"1 tablespoon extra virgin olive oil,1 large white or yellow onion, grated,1 cup whole corn kernels, either frozen or freshly cut from the cob,2 cups whole milk,2 cups water,Salt and freshly ground black pepper,1 cup stone-ground grits or coarse-ground grits,2 tablespoons butter,3/4 cup grated Parmigiano-Reggiano cheese (about 3 ounces),1 tablespoon chopped fresh flat-leaf parsley,1/4 cup chopped fresh green onion greens,","Cook the onion and corn kernels:
Heat the oil in a heavy-bottomed saucepan over medium heat. Add the grated onion and cook, stirring, until transparent, about 2 minutes.
Add the corn kernels and cook, stirring occasionally, until the kernels become soft, about 5 minutes.
Add the milk, water, and 1 teaspoon of the salt:
Bring the mixture to a boil over high heat.
Whisk in the grits, decrease the heat to low, and simmer:
whisking occasionally, until the grits are creamy and thick, 45 to 60 minutes.
Stir in the butter, Parmesan, parsley, and chopped green onions:
Taste and adjust for seasoning with salt and pepper.;","166
Calories,10g
Fat,14g
Carbs,6g
Protein,"
20,Pork Stir Fry With Green Onion,"This Pork Stir Fry is such an easy weeknight meal. Made with just lean pork, some green onions, and garlic, and ready in 25 minutes start to finish. Skip the take-out and make your own!",https://www.simplyrecipes.com/recipes/pork_stir_fry_with_green_onion/,"1 pound pork loin or boneless pork chops,2 tablespoons soy sauce (use gluten-free soy sauce if cooking gluten-free),1 teaspoon sugar,1 teaspoon cornstarch,4 tablespoons peanut or canola oil,5 cloves garlic, thinly sliced,8-12 medium scallions, sliced diagonally into 1 to 2-inch pieces, green and white parts included,1/2 teaspoon sesame oil, optional,Cooked rice, to serve,","Prepare the pork:
Pork chops tend to come in thicknesses either around 1/2 inch thick or an inch thick. If you are working with a thick boneless pork chop, start by slicing it into two thin layers, horizontally. If starting with pork loin, cut slices 1/2 inch thick.
Put the slices under some plastic wrap or wax paper and pound them thin with a rubber mallet, meat mallet or even an empty wine bottle. This will help tenderize the meat. The slices should be about 1/4 inch thick.
Cut the pork across the grain into thin strips, about 1 1/2 inches long.
Marinate the pork:
Put the soy sauce, sugar, and cornstarch into a large bowl and whisk to combine. Add the pork strips to the bowl with the marinade and toss to coat completely. Set aside for at least 10 minutes.
Stir fry pork on high heat:
Heat the peanut oil in a wok or large sauté pan on high heat. When the oil is hot (shimmering but not smoking) add the garlic slices and stir-fry until they begin to turn brown at the edges, about 30 seconds.
Add the pork strips and stir-fry until the pork changes color, about 90 seconds, stirring constantly.
Elise Bauer
Elise Bauer
Elise Bauer
Add in green onions and sesame oil:
Add the sliced green onions and continue to stir-fry for another minute, or until the green onions wilt. Turn off the heat and stir in the sesame oil, if using.
Elise Bauer
Serve:
Serve immediately. Serve alone (paleo and low carb), or with rice.;","406
Calories,29g
Fat,6g
Carbs,32g
Protein,"
